ref	sent.word	text	word	norm	lemma	pos	analysis	gloss
02.02.009	013.09	ἐφ’	ἐφ’	ἐπί	ἐπί	preposition	-	on
02.02.010	013.10	ἡμῖν	ἡμῖν	ἡμῖν	ἐγώ	pronoun	DPZ	you
02.02.011	013.11	καὶ	καὶ	καί	καί	conjunction	-	and, also
02.02.012	013.12	μετάθες	μετάθες	μετάθες	μετατίθημι	verb	AAD.2S	place it
02.02.013	013.13	ἐπὶ	ἐπὶ	ἐπί	ἐπί	preposition	-	on
02.02.014	013.14	τὰ	τὰ	τά	ὁ	article	SPN	the things
02.02.015	013.15	παρὰ	παρὰ	παρά	παρά	preposition	-	aside from
02.02.016	013.16	φύσιν	φύσιν	φύσιν	φύσις	noun	ASF	nature
02.02.017	013.17	τῶν	τῶν	τῶν	ὁ	article	GPX	those
02.02.018	013.18	ἐφ’	ἐφ’	ἐπί	ἐπί	preposition	-	on
02.02.019	013.19	ἡμῖν.	ἡμῖν	ἡμῖν	ἐγώ	pronoun	DPZ	us
02.02.020	014.01	τὴν	τὴν	τήν	ὁ	article	ASF	the
02.02.021	014.02	ὄρεξιν	ὄρεξιν	ὄρεξιν	ὄρεξις	noun	ASF	desire
02.02.022	014.03	δὲ	δὲ	δέ	δέ	particle	-	but
02.02.023	014.04	παντελῶς	παντελῶς	παντελῶς	παντελής	adverb	-	totally
02.02.024	014.05	ἐπὶ	ἐπὶ	ἐπί	ἐπί	preposition	-	for
02.02.025	014.06	τοῦ	τοῦ	τοῦ	ὁ	article	GSY	the
02.02.026	014.07	παρόντος	παρόντος	παρόντος	πάρειμι	verb	PAP.GS-	present
02.02.027	014.08	ἄνελε:	ἄνελε	ἄνελε	ἀναιρέω	verb	AAD.2S	remove
02.02.028	015.01	ἄν	ἄν	ἄν	ἐάν	conjunction	-	if
02.02.029	015.02	τε	τε	τε	τε	particle	-	-
02.02.030	015.03	γὰρ	γὰρ	γάρ	γάρ	particle	-	for
02.02.031	015.04	ὀρέγῃ	ὀρέγῃ	ὀρέγῃ	ὀρέγω	verb	PAS.3S	you desire
02.02.032	015.05	τῶν	τῶν	τῶν	ὁ	article	GPX	the
02.02.033	015.06	οὐκ	οὐκ	οὐ	οὐ	adverb	-	not
02.02.034	015.07	ἐφ’	ἐφ’	ἐπί	ἐπί	preposition	-	on
02.02.035	015.08	ἡμῖν	ἡμῖν	ἡμῖν	ἐγώ	pronoun	DPZ	us
02.02.036	015.09	τινος,	τινος	τινος	τις	pronoun	GS-	anything
02.02.037	015.10	ἀτυχεῖν	ἀτυχεῖν	ἀτυχεῖν	ἀτυχέω	verb	PAN	to be disappointed
02.02.038	015.11	ἀνάγκη	ἀνάγκη	ἀνάγκη	ἀνάγκη	noun	NSF	[is] necessary
02.02.039	015.12	τῶν	τῶν	τῶν	ὁ	article	GPX	of the
02.02.040	015.13	τε	τε	τε	τε	particle	-	-
02.02.041	015.14	ἐφ’	ἐφ’	ἐπί	ἐπί	preposition	-	on
02.02.042	015.15	ἡμῖν,	ἡμῖν	ἡμῖν	ἐγώ	pronoun	DPZ	us
02.02.043	015.16	ὅσων	ὅσων	ὅσων	ὅσος	adjective	GPX	things
02.02.044	015.17	ὀρέγεσθαι	ὀρέγεσθαι	ὀρέγεσθαι	ὀρέγω	verb	PMN	to be desired
02.02.045	015.18	καλὸν	καλὸν	καλόν	καλός	noun	SSN	good
02.02.046	015.19	ἄν,	ἄν	ἄν	ἐάν	conjunction	-	if
02.02.047	015.20	οὐδὲν	οὐδὲν	οὐδέν	οὐδείς	pronoun	SSN	none
02.02.048	015.21	οὐδέπω	οὐδέπω	οὐδέπω	οὐδέπω	adverb	-	yet
02.02.049	015.22	σοι	σοι	σοι	σύ	pronoun	DS-	with you
02.02.050	015.23	πάρεστι.	πάρεστι	πάρεστι	πάρειμι	verb	PAI.3S	it is present
02.02.051	016.01	μόνῳ	μόνῳ	μόνῳ	μόνος	adjective	DSY	only
02.02.052	016.02	δὲ	δὲ	δέ	δέ	particle	-	but
02.02.053	016.03	τῷ	τῷ	τῷ	ὁ	article	DSY	-
02.02.054	016.04	ὁρμᾶν	ὁρμᾶν	ὁρμᾶν	ὁρμάω	verb	PAN	pursuit
02.02.055	016.05	καὶ	καὶ	καί	καί	conjunction	-	and
02.02.056	016.06	ἀφορμᾶν	ἀφορμᾶν	ἀφορμᾶν	ἀφορμάω	verb	PAN	avoidance
02.02.057	016.07	χρῶ,	χρῶ	χρῶ	χράομαι	verb	PMD.2S	use
02.02.058	016.08	κούφως	κούφως	κούφως	κοῦφος	adverb	-	lightly
02.02.059	016.09	μέντοι	μέντοι	μέντοι	μέντοι	particle	-	even
02.02.060	016.10	καὶ	καὶ	καί	καί	conjunction	-	and
02.02.061	016.11	μεθ’	μεθ’	μετά	μετά	preposition	-	with
02.02.062	016.12	ὑπεξαιρέσεως	ὑπεξαιρέσεως	ὑπεξαιρέσεως	ὑπεξαίρεσις	noun	GSF	reservation
02.02.063	016.13	καὶ	καὶ	καί	καί	conjunction	-	and, also
02.02.064	016.14	ἀνειμένως.	ἀνειμένως	ἀνειμένως	ἀνειμένως	adverb	-	freely
03.01.001	017.01	ἐφ’	ἐφ’	ἐπί	ἐπί	preposition	-	for
03.01.002	017.02	ἑκάστου	ἑκάστου	ἑκάστου	ἕκαστος	adjective	GSY	each
03.01.003	017.03	τῶν	τῶν	τῶν	ὁ	article	GPX	of the
03.01.004	017.04	ψυχαγωγούντων	ψυχαγωγούντων	ψυχαγωγούντων	ψυχαγωγέω	verb	PAP.GP-	[things] attracting your soul
03.01.005	017.05	ἢ	ἢ	ἤ	ἤ	conjunction	-	or
03.01.006	017.06	χρείαν	χρείαν	χρείαν	χρεία	noun	ASF	usefulness
03.01.007	017.07	παρεχόντων	παρεχόντων	παρεχόντων	παρέχω	verb	PAP.GP-	providing
03.01.008	017.08	ἢ	ἢ	ἤ	ἤ	conjunction	-	or
03.01.009	017.09	στεργομένων	στεργομένων	στεργομένων	στέργω	verb	PMP.GP-	being loved
03.01.010	017.10	μέμνησο	μέμνησο	μέμνησο	μιμνήσκω	verb	XMD.2S	remember
03.01.011	017.11	ἐπιλέγειν,	ἐπιλέγειν	ἐπιλέγειν	ἐπιλέγω	verb	PAN	to say
03.01.012	017.12	ὁποῖόν	ὁποῖόν	ὁποῖόν	ὁποῖος	adjective	SSN	of what sort
03.01.013	017.13	ἐστιν,	ἐστιν	ἐστί(ν)	εἰμί	verb	PAI.3S	is it
03.01.014	017.14	ἀπὸ	ἀπὸ	ἀπό	ἀπό	preposition	-	from
03.01.015	017.15	τῶν	τῶν	τῶν	ὁ	article	GPX	the
03.01.016	017.16	σμικροτάτων	σμικροτάτων	σμικροτάτων	μικρός	adjective	GPX	smallest
03.01.017	017.17	ἀρξάμενος:	ἀρξάμενος	ἀρξάμενος	ἄρχω	verb	AMP.NS-	starting
03.01.018	018.01	ἂν	ἂν	ἄν	ἐάν	conjunction	-	if
03.01.019	018.02	χύτραν	χύτραν	χύτραν	χύτρα	noun	ASF	jug
03.01.020	018.03	στέργῃς,	στέργῃς	στέργῃς	στέργω	verb	PAS.2S	you love
03.01.021	018.04	ὅτι	ὅτι	ὅτι	ὅτι	conjunction	-	that
03.01.022	018.05	«χύτραν	χύτραν	χύτραν	χύτρα	noun	ASF	jug
03.01.023	018.06	στέργω.»	στέργω	στέργω	στέργω	verb	PAI.1S	I love
03.01.024	019.01	κατεαγείσης	κατεαγείσης	κατεαγείσης	κατάγνυμι	verb	APP.GS-	shattering
03.01.025	019.02	γὰρ	γὰρ	γάρ	γάρ	particle	-	for
03.01.026	019.03	αὐτῆς	αὐτῆς	αὐτῆς	αὐτός	pronoun	GSF	it
03.01.027	019.04	οὐ	οὐ	οὐ	οὐ	adverb	-	not
03.01.028	019.05	ταραχθήσῃ:	ταραχθήσῃ	ταραχθήσῃ	ταράσσω	verb	FPI.2S	you will be disturbed
03.01.029	020.01	ἂν	ἂν	ἄν	ἐάν	conjunction	-	if
03.01.030	020.02	παιδίον	παιδίον	παιδίον	παιδίον	noun	SSN	a child
03.01.031	020.03	σαυτοῦ	σαυτοῦ	σαυτοῦ	σαυτοῦ	pronoun	GSX	of yours
03.01.032	020.04	καταφιλῇς	καταφιλῇς	καταφιλῇς	καταφιλέω	verb	PAS.2S	you kiss
03.01.033	020.05	ἢ	ἢ	ἤ	ἤ	conjunction	-	or
03.01.034	020.06	γυναῖκα,	γυναῖκα	γυναῖκα	γυνή	noun	ASF	wife
03.01.035	020.07	ὅτι	ὅτι	ὅτι	ὅτι	conjunction	-	that
03.01.036	020.08	ἄνθρωπον	ἄνθρωπον	ἄνθρωπον	ἄνθρωπος	noun	ASM	human
03.01.037	020.09	καταφιλεῖς:	καταφιλεῖς	καταφιλεῖς	καταφιλέω	verb	PAI.2S	I kiss
03.01.038	021.01	ἀποθανόντος	ἀποθανόντος	ἀποθανόντος	ἀποθνήσκω	verb	AAP.GS-	on [them] dying
03.01.039	021.02	γὰρ	γὰρ	γάρ	γάρ	particle	-	for
03.01.040	021.03	οὐ	οὐ	οὐ	οὐ	adverb	-	not
03.01.041	021.04	ταραχθήσῃ.	ταραχθήσῃ	ταραχθήσῃ	ταράσσω	verb	FPI.2S	you will be disturbed
04.01.001	022.01	ὅταν	ὅταν	ὅταν	ὅταν	conjunction	-	when
04.01.002	022.02	ἅπτεσθαί	ἅπτεσθαί	ἅπτεσθαί	ἅπτω	verb	PMN	to engage
04.01.003	022.03	τινος	τινος	τινος	τις	pronoun	GS-	in any
04.01.004	022.04	ἔργου	ἔργου	ἔργου	ἔργον	noun	GSN	action
04.01.005	022.05	μέλλῃς,	μέλλῃς	μέλλῃς	μέλλω	verb	PAS.2S	you intend
04.01.006	022.06	ὑπομίμνῃσκε	ὑπομίμνῃσκε	ὑπομίμνῃσκε	ὑπομιμνήσκω	verb	PAD.2S	remind
04.01.007	022.07	σεαυτόν,	σεαυτόν	σεαυτόν	σαυτοῦ	pronoun	ASY	yourself
04.01.008	022.08	ὁποῖόν	ὁποῖόν	ὁποῖόν	ὁποῖος	adjective	SSN	of what sort
04.01.009	022.09	ἐστι	ἐστι	ἐστί(ν)	εἰμί	verb	PAI.3S	is
04.01.010	022.10	τὸ	τὸ	τό	ὁ	article	SSN	the
04.01.011	022.11	ἔργον.	ἔργον	ἔργον	ἔργον	noun	SSN	action
04.01.012	023.01	ἐὰν	ἐὰν	ἐάν	ἐάν	conjunction	-	if
04.01.013	023.02	λουσόμενος	λουσόμενος	λουσόμενος	λούω	verb	FMP.NS-	washing
04.01.014	023.03	ἀπίῃς,	ἀπίῃς	ἀπίῃς	ἄπειμι	verb	PAS.2S	you go
04.01.015	023.04	πρόβαλλε	πρόβαλλε	πρόβαλλε	προβάλλω	verb	PAD.2S	picture
04.01.016	023.05	σεαυτῷ	σεαυτῷ	σεαυτῷ	σαυτοῦ	pronoun	DSX	to yourself
04.01.017	023.06	τὰ	τὰ	τά	ὁ	article	SPN	the
04.01.018	023.07	γινόμενα	γινόμενα	γινόμενα	γίγνομαι	verb	PMP.SP-	[things] happening
04.01.019	023.08	ἐν	ἐν	ἐν	ἐν	preposition	-	in
04.01.020	023.09	βαλανείῳ,	βαλανείῳ	βαλανείῳ	βαλανεῖον	noun	DSN	bathing-room
04.01.021	023.10	τοὺς	τοὺς	τούς	ὁ	article	APM	the
04.01.022	023.11	ἀπορραίνοντας,	ἀπορραίνοντας	ἀπορραίνοντας	ἀπορραίνω	verb	PAP.AP-	splashing
04.01.023	023.12	τοὺς	τοὺς	τούς	ὁ	article	APM	the
04.01.024	023.13	ἐγκρουομένους,	ἐγκρουομένους	ἐγκρουομένους	ἐγκρούω	verb	PMP.AP-	pushing
04.01.025	023.14	τοὺς	τοὺς	τούς	ὁ	article	APM	the
04.01.026	023.15	λοιδοροῦντας,	λοιδοροῦντας	λοιδοροῦντας	λοιδορέω	verb	PAP.AP-	abusing
04.01.027	023.16	τοὺς	τοὺς	τούς	ὁ	article	APM	the
04.01.028	023.17	κλέπτοντας.	κλέπτοντας	κλέπτοντας	κλέπτω	verb	PAP.AP-	stealing
04.01.029	024.01	καὶ	καὶ	καί	καί	conjunction	-	and
04.01.030	024.02	οὕτως	οὕτως	οὕτω(ς)	οὕτως	adverb	-	so
04.01.031	024.03	ἀσφαλέστερον	ἀσφαλέστερον	ἀσφαλέστερον	ἀσφαλής	adverb	-	more safely
04.01.032	024.04	ἅψῃ	ἅψῃ	ἅψῃ	ἅπτω	verb	FMI.2S	you will engage
04.01.033	024.05	τοῦ	τοῦ	τοῦ	ὁ	article	GSY	in the
04.01.034	024.06	ἔργου,	ἔργου	ἔργου	ἔργον	noun	GSN	work
04.01.035	024.07	ἐὰν	ἐὰν	ἐάν	ἐάν	conjunction	-	if
04.01.036	024.08	ἐπιλέγῃς	ἐπιλέγῃς	ἐπιλέγῃς	ἐπιλέγω	verb	PAS.2S	you say
04.01.037	024.09	εὐθὺς	εὐθὺς	εὐθύς	εὐθύς	adverb	-	immediately
04.01.038	024.10	ὅτι	ὅτι	ὅτι	ὅτι	conjunction	-	that
04.01.039	024.11	«λούσασθαι	λούσασθαι	λούσασθαι	λούω	verb	AMN	to wash
04.01.040	024.12	θέλω	θέλω	θέλω	ἐθέλω	verb	PAI.1S	I will
04.01.041	024.13	καὶ	καὶ	καί	καί	conjunction	-	and
04.01.042	024.14	τὴν	τὴν	τήν	ὁ	article	ASF	-
04.01.043	024.15	ἐμαυτοῦ	ἐμαυτοῦ	ἐμαυτοῦ	ἐμαυτοῦ	pronoun	GSY	my own
04.01.044	024.16	προαίρεσιν	προαίρεσιν	προαίρεσιν	προαίρεσις	noun	ASF	mind
04.01.045	024.17	κατὰ	κατὰ	κατά	κατά	preposition	-	according
04.01.046	024.18	φύσιν	φύσιν	φύσιν	φύσις	noun	ASF	nature
04.01.047	024.19	ἔχουσαν	ἔχουσαν	ἔχουσαν	ἔχω	verb	PAP.AS-	having
04.01.048	024.20	τηρῆσαι.»	τηρῆσαι	τηρῆσαι	τηρέω	verb	AAN	to keep
04.01.049	025.01	καὶ	καὶ	καί	καί	conjunction	-	and
04.01.050	025.02	ὡσαύτως	ὡσαύτως	ὡσαύτως	ὡσαύτως	adverb	-	in like manner
04.01.051	025.03	ἐφ’	ἐφ’	ἐπί	ἐπί	preposition	-	in
04.01.052	025.04	ἑκάστου	ἑκάστου	ἑκάστου	ἕκαστος	adjective	GSY	every
04.01.053	025.05	ἔργου.	ἔργου	ἔργου	ἔργον	noun	GSN	action
04.01.054	026.01	οὕτω	οὕτω	οὕτω(ς)	οὕτως	adverb	-	thus
04.01.055	026.02	γὰρ	γὰρ	γάρ	γάρ	particle	-	for
04.01.056	026.03	ἄν	ἄν	ἄν	ἐάν	conjunction	-	if
04.01.057	026.04	τι	τι	τι	τις	pronoun	SSN	any
04.01.058	026.05	πρὸς	πρὸς	πρός	πρός	preposition	-	to
04.01.059	026.06	τὸ	τὸ	τό	ὁ	article	SSN	the
04.01.060	026.07	λούσασθαι	λούσασθαι	λούσασθαι	λούω	verb	AMN	to wash
04.01.061	026.08	γένηται	γένηται	γένηται	γίγνομαι	verb	AMS.3S	arises
04.01.062	026.09	ἐμποδών,	ἐμποδών	ἐμποδών	ἐμπόδιος	adjective	GPX	hindrance
04.01.063	026.10	πρόχειρον	πρόχειρον	πρόχειρον	πρόχειρος	adjective	SSN	ready
04.01.064	026.11	ἔσται	ἔσται	ἔσται	εἰμί	verb	FMI.3S	will be
04.01.065	026.12	διότι	διότι	διότι	διότι	conjunction	-	since
04.01.066	026.13	«ἀλλ’	ἀλλ’	ἀλλά	ἀλλά	adverb	-	but
04.01.067	026.14	οὐ	οὐ	οὐ	οὐ	adverb	-	not
04.01.068	026.15	τοῦτο	τοῦτο	τοῦτο	οὗτος	pronoun	SSN	this
04.01.069	026.16	ἤθελον	ἤθελον	ἤθελον	ἐθέλω	verb	IAI.1S	I wanted
04.01.070	026.17	μόνον,	μόνον	μόνον	μόνος	adjective	ASM^SSN	only
04.01.071	026.18	ἀλλὰ	ἀλλὰ	ἀλλά	ἀλλά	adverb	-	but
04.01.072	026.19	καὶ	καὶ	καί	καί	conjunction	-	also
04.01.073	026.20	τὴν	τὴν	τήν	ὁ	article	ASF	the
04.01.074	026.21	ἐμαυτοῦ	ἐμαυτοῦ	ἐμαυτοῦ	ἐμαυτοῦ	pronoun	GSY	of me
04.01.075	026.22	προαίρεσιν	προαίρεσιν	προαίρεσιν	προαίρεσις	noun	ASF	will
04.01.076	026.23	κατὰ	κατὰ	κατά	κατά	preposition	-	according
04.01.077	026.24	φύσιν	φύσιν	φύσιν	φύσις	noun	ASF	to nature
04.01.078	026.25	ἔχουσαν	ἔχουσαν	ἔχουσαν	ἔχω	verb	PAP.AS-	having
04.01.079	026.26	τηρῆσαι:	τηρῆσαι	τηρῆσαι	τηρέω	verb	AAN	to keep
04.01.080	027.01	οὐ	οὐ	οὐ	οὐ	adverb	-	not
04.01.081	027.02	τηρήσω	τηρήσω	τηρήσω	τηρέω	verb	FAI.1S	I will keep
04.01.082	027.03	δέ,	δέ	δέ	δέ	particle	-	-
04.01.083	027.04	ἐὰν	ἐὰν	ἐάν	ἐάν	conjunction	-	if
04.01.084	027.05	ἀγανακτῶ	ἀγανακτῶ	ἀγανακτῶ	ἀγανακτέω	verb	PAS.1S	I am bothered
04.01.085	027.06	πρὸς	πρὸς	πρός	πρός	preposition	-	by
04.01.086	027.07	τὰ	τὰ	τά	ὁ	article	SPN	the [things]
04.01.087	027.08	γινόμενα.»	γινόμενα	γινόμενα	γίγνομαι	verb	PMP.SP-	happening
05.01.001	028.01	ταράσσει	ταράσσει	ταράσσει	ταράσσω	verb	PAI.3S	is disturbed
05.01.002	028.02	τοὺς	τοὺς	τούς	ὁ	article	APM	the
05.01.003	028.03	ἀνθρώπους	ἀνθρώπους	ἀνθρώπους	ἄνθρωπος	noun	APM	person
05.01.004	028.04	οὐ	οὐ	οὐ	οὐ	adverb	-	not
05.01.005	028.05	τὰ	τὰ	τά	ὁ	article	SPN	the
05.01.006	028.06	πράγματα,	πράγματα	πράγματα	πρᾶγμα	noun	SPN	things that happen
05.01.007	028.07	ἀλλὰ	ἀλλὰ	ἀλλά	ἀλλά	adverb	-	but
05.01.008	028.08	τὰ	τὰ	τά	ὁ	article	SPN	the
05.01.009	028.09	περὶ	περὶ	περί	περί	preposition	-	about
05.01.010	028.10	τῶν	τῶν	τῶν	ὁ	article	GPX	the
05.01.011	028.11	πραγμάτων	πραγμάτων	πραγμάτων	πρᾶγμα	noun	GPN	things that happen
05.01.012	028.12	δόγματα:	δόγματα	δόγματα	δόγμα	noun	SPN	opinions
05.01.013	029.01	οἷον	οἷον	οἷον	οἷος	adjective	SSN	so as
05.01.014	029.02	ὁ	ὁ	ὁ	ὁ	article	NSM	the
05.01.015	029.03	θάνατος	θάνατος	θάνατος	θάνατος	adjective	NSM	death [is]
05.01.016	029.04	οὐδὲν	οὐδὲν	οὐδέν	οὐδείς	pronoun	SSN	nothing
05.01.017	029.05	δεινόν	δεινόν	δεινόν	δεινός	adjective	SSN	terrible
05.01.018	029.06	(ἐπεὶ	ἐπεὶ	ἐπεί	ἐπεί	conjunction	-	else
05.01.019	029.07	καὶ	καὶ	καί	καί	conjunction	-	also
05.01.020	029.08	Σωκράτει	Σωκράτει	Σωκράτει	Σωκράτης	noun	DSM	to Socrates
05.01.021	029.09	ἂν	ἂν	ἄν	ἄν	particle	-	would
05.01.022	029.10	ἐφαίνετο),	ἐφαίνετο	ἐφαίνετο	φαίνω	verb	IMI.3S	it have appeared
05.01.023	029.11	ἀλλὰ	ἀλλὰ	ἀλλά	ἀλλά	adverb	-	but
05.01.024	029.12	τὸ	τὸ	τό	ὁ	article	SSN	the
05.01.025	029.13	δόγμα	δόγμα	δόγμα	δόγμα	noun	SSN	opinion
05.01.026	029.14	τὸ	τὸ	τό	ὁ	article	SSN	the
05.01.027	029.15	περὶ	περὶ	περί	περί	preposition	-	about
05.01.028	029.16	τοῦ	τοῦ	τοῦ	ὁ	article	GSY	the
05.01.029	029.17	θανάτου,	θανάτου	θανάτου	θάνατος	adjective	GSM	death
05.01.030	029.18	διότι	διότι	διότι	διότι	conjunction	-	that [it is]
05.01.031	029.19	δεινόν,	δεινόν	δεινόν	δεινός	adjective	SSN	terrible
05.01.032	029.20	ἐκεῖνο	ἐκεῖνο	ἐκεῖνο	ἐκεῖνος	pronoun	SSN	that
05.01.033	029.21	τὸ	τὸ	τό	ὁ	article	SSN	the
05.01.034	029.22	δεινόν	δεινόν	δεινόν	δεινός	adjective	SSN	terrible [thing]
05.01.035	029.23	ἐστιν.	ἐστιν	ἐστί(ν)	εἰμί	verb	PAI.3S	is
05.01.036	030.01	ὅταν	ὅταν	ὅταν	ὅταν	conjunction	-	when
05.01.037	030.02	οὖν	οὖν	οὖν	οὖν	particle	-	therefore
05.01.038	030.03	ἐμποδιζώμεθα	ἐμποδιζώμεθα	ἐμποδιζώμεθα	ἐμποδίζω	verb	PMS.1P	we are fettered
05.01.039	030.04	ἢ	ἢ	ἤ	ἤ	conjunction	-	or
05.01.040	030.05	ταρασσώμεθα	ταρασσώμεθα	ταρασσώμεθα	ταράσσω	verb	PMS.1P	are disturbed
05.01.041	030.06	ἢ	ἢ	ἤ	ἤ	conjunction	-	or
05.01.042	030.07	λυπώμεθα,	λυπώμεθα	λυπώμεθα	λυπέω	verb	PMS.1P	are grieved
05.01.043	030.08	μηδέποτε	μηδέποτε	μηδέποτε	μηδέποτε	adverb	-	never
05.01.044	030.09	ἄλλον	ἄλλον	ἄλλον	ἄλλος	adjective	ASM	another
05.01.045	030.10	αἰτιώμεθα,	αἰτιώμεθα	αἰτιώμεθα	αἰτέω	verb	PMS.1P	let us blame
05.01.046	030.11	ἀλλ’	ἀλλ’	ἀλλά	ἀλλά	adverb	-	but
05.01.047	030.12	ἑαυτούς,	ἑαυτούς	ἑαυτούς	ἑαυτοῦ	pronoun	APM	themselves
05.01.048	030.13	τοῦτ’	τοῦτ’	τοῦτο	οὗτος	pronoun	SSN	this
05.01.049	030.14	ἔστι	ἔστι	ἐστί(ν)	εἰμί	verb	PAI.3S	is
05.01.050	030.15	τὰ	τὰ	τά	ὁ	article	SPN	the
05.01.051	030.16	ἑαυτῶν	ἑαυτῶν	ἑαυτῶν	ἑαυτοῦ	pronoun	GPX	of themselves
05.01.052	030.17	δόγματα.	δόγματα	δόγματα	δόγμα	noun	SPN	an opinion
05.01.053	031.01	ἀπαιδεύτου	ἀπαιδεύτου	ἀπαιδεύτου	ἀπαίδευτος	adjective	GSX	of uneducated
05.01.054	031.02	ἔργον	ἔργον	ἔργον	ἔργον	noun	SSN	action
05.01.055	031.03	τὸ	τὸ	τό	ὁ	article	SSN	the
05.01.056	031.04	ἄλλοις	ἄλλοις	ἄλλοις	ἄλλος	adjective	DPY	others
05.01.057	031.05	ἐγκαλεῖν,	ἐγκαλεῖν	ἐγκαλεῖν	ἐγκαλέω	verb	PAN	to accuse
05.01.058	031.06	ἐφ’	ἐφ’	ἐπί	ἐπί	preposition	-	at
05.01.059	031.07	οἷς	οἷς	οἷς	ὅς	pronoun	DPY	which [times]
05.01.060	031.08	αὐτὸς	αὐτὸς	αὐτός	αὐτός	pronoun	NSM	he
05.01.061	031.09	πράσσει	πράσσει	πράσσει	πράσσω	verb	PAI.3S	does
05.01.062	031.10	κακῶς:	κακῶς	κακῶς	κακός	adverb	-	badly
05.01.063	032.01	ἠργμένου	ἠργμένου	ἠργμένου	ἄρχω	verb	XMP.GS-	beginning
05.01.064	032.02	παιδεύεσθαι	παιδεύεσθαι	παιδεύεσθαι	παιδεύω	verb	PMN	to be educated
05.01.065	032.03	τὸ	τὸ	τό	ὁ	article	SSN	the
